pair_id,a_age,a_education,a_location,a_career_field,a_career_ambition,a_openness,a_extraversion,a_agreeableness,a_conscientiousness,a_chronotype,a_spontaneity,a_love_language,a_emotional_expressiveness,b_age,b_education,b_location,b_career_field,b_career_ambition,b_openness,b_extraversion,b_agreeableness,b_conscientiousness,b_chronotype,b_spontaneity,b_love_language,b_emotional_expressiveness,compatibility_score,compatible,relationship_longevity_months
43181,49,4,Suburban,Finance,0.59,0.41,0.38,0.74,0.63,0.94,0.57,Acts of Service,0.6,29,2,Rural,Finance,0.73,0.83,0.72,0.73,0.47,0.43,0.26,Quality Time,0.17,55.5,0,75
43182,28,2,Suburban,Healthcare,0.81,0.63,0.57,0.64,0.38,0.83,0.54,Acts of Service,0.21,34,2,Urban,Finance,0.08,0.88,0.68,0.3,0.46,0.43,0.82,Physical Touch,0.79,53.5,0,54
43183,43,3,Suburban,Healthcare,0.64,0.23,0.15,0.66,0.16,0.21,0.62,Acts of Service,0.71,42,5,Suburban,Engineering,0.56,0.42,0.54,0.5,0.42,0.57,0.54,Receiving Gifts,0.51,60.2,0,28
43184,42,4,Suburban,Law,0.49,0.85,0.48,0.17,0.64,0.41,0.39,Receiving Gifts,0.11,21,4,Suburban,Engineering,0.7,0.72,0.85,0.41,0.43,0.39,0.64,Acts of Service,0.45,61.8,0,51
43185,24,3,Rural,Healthcare,0.39,0.22,0.62,0.6,0.84,0.08,0.24,Words of Affirmation,0.85,32,4,Rural,Healthcare,0.87,0.55,0.66,0.78,0.86,0.26,0.26,Words of Affirmation,0.42,75.6,1,69
43186,37,3,Urban,Creative Arts,0.41,0.19,0.52,0.53,0.83,1.0,0.49,Receiving Gifts,0.11,53,2,Suburban,Creative Arts,0.53,0.56,0.93,0.12,0.46,0.13,0.32,Quality Time,0.77,41.2,0,39
43187,47,4,Suburban,Entrepreneurship,0.54,0.39,0.66,0.7,0.42,0.01,0.57,Words of Affirmation,0.88,49,2,Suburban,Entrepreneurship,0.2,0.67,0.57,0.49,0.81,0.18,0.82,Receiving Gifts,0.51,63.5,0,57
43188,18,3,Rural,Education,0.37,0.56,0.52,0.35,0.8,0.62,0.67,Quality Time,0.36,39,3,Urban,Education,0.72,0.12,0.52,0.66,0.28,0.05,0.81,Acts of Service,0.1,65.2,1,83
43189,35,2,Urban,Marketing,0.31,0.46,0.1,0.25,0.74,0.64,0.47,Acts of Service,0.75,45,3,Suburban,Tech,0.59,0.46,0.73,0.26,0.36,0.53,0.1,Words of Affirmation,0.6,47.5,0,45
43190,25,2,Urban,Healthcare,0.34,0.54,0.69,0.22,0.12,0.0,0.21,Quality Time,0.21,46,5,Suburban,Engineering,0.74,0.5,0.27,0.32,0.49,0.41,0.77,Physical Touch,0.62,48.2,0,74
43191,46,5,Urban,Entrepreneurship,0.35,0.71,0.77,0.41,0.84,0.81,0.71,Acts of Service,0.48,43,3,Urban,Marketing,0.26,0.53,0.31,0.93,0.38,0.03,0.22,Receiving Gifts,0.5,44.4,0,52
43192,39,4,Urban,Finance,0.77,0.48,0.55,0.39,0.56,0.23,0.64,Quality Time,0.35,35,2,Urban,Finance,0.53,0.49,0.53,0.34,0.32,0.21,0.25,Receiving Gifts,0.64,65.9,1,76
43193,49,2,Urban,Creative Arts,0.52,0.27,0.51,0.75,0.51,0.63,0.49,Receiving Gifts,0.52,28,4,Suburban,Education,0.66,0.46,0.31,0.3,0.63,0.43,0.67,Acts of Service,0.6,58.9,0,70
43194,31,2,Rural,Education,0.59,0.37,0.15,0.26,0.05,0.21,0.95,Receiving Gifts,0.15,38,4,Suburban,Engineering,0.85,0.45,0.65,0.33,0.83,0.91,0.57,Acts of Service,0.32,54.5,0,66
43195,19,2,Suburban,Science,0.25,0.87,0.42,0.09,0.42,0.81,0.43,Physical Touch,0.08,49,3,Urban,Science,0.59,0.43,0.06,0.7,0.7,0.45,0.49,Physical Touch,0.38,74.6,1,85
43196,52,4,Suburban,Healthcare,0.92,0.73,0.3,0.13,0.44,0.38,0.81,Quality Time,0.77,35,3,Suburban,Education,0.52,0.42,0.56,0.39,0.57,0.07,0.4,Physical Touch,0.6,54.7,0,63
43197,24,3,Urban,Law,0.69,0.95,0.22,0.76,0.56,0.62,0.92,Quality Time,0.7,34,3,Suburban,Engineering,0.45,0.71,0.64,0.28,0.15,0.46,0.1,Words of Affirmation,0.67,45.0,0,39
43198,20,3,Suburban,Healthcare,0.53,0.78,0.34,0.5,0.74,0.68,0.13,Words of Affirmation,0.44,54,5,Urban,Marketing,0.74,0.59,0.83,0.64,0.71,0.58,0.64,Physical Touch,0.53,56.4,0,41
43199,32,3,Suburban,Entrepreneurship,0.63,0.27,0.85,0.39,0.6,0.47,0.95,Words of Affirmation,0.94,28,4,Suburban,Finance,0.5,0.18,0.17,0.21,0.81,0.13,0.53,Receiving Gifts,0.55,59.7,0,70
43200,51,4,Urban,Creative Arts,0.61,0.94,0.53,0.49,0.73,0.35,0.68,Receiving Gifts,0.74,55,3,Suburban,Creative Arts,0.32,0.33,0.5,0.4,0.52,0.21,0.31,Acts of Service,0.55,51.1,0,51
43201,39,5,Suburban,Law,0.55,0.63,0.38,0.25,0.7,0.41,0.15,Words of Affirmation,0.2,55,4,Suburban,Education,0.32,0.71,0.84,0.72,0.25,0.14,0.35,Receiving Gifts,0.76,51.0,0,46
43202,35,3,Urban,Marketing,0.71,0.41,0.23,0.4,0.39,0.49,0.6,Quality Time,0.59,30,4,Urban,Science,0.65,0.44,0.91,0.29,0.76,0.2,0.82,Acts of Service,0.23,54.7,0,79
43203,35,3,Urban,Law,0.72,0.71,0.14,0.87,0.47,0.02,0.51,Physical Touch,0.47,28,4,Rural,Tech,0.76,0.3,0.63,0.2,0.66,0.38,0.93,Receiving Gifts,0.61,62.5,0,66
43204,51,2,Urban,Law,0.38,0.35,0.31,0.84,0.13,0.24,0.5,Physical Touch,0.28,36,3,Urban,Entrepreneurship,0.57,0.86,0.45,0.65,0.59,0.43,0.3,Quality Time,0.21,70.9,1,80
43205,53,5,Urban,Science,0.82,0.37,0.9,0.21,0.7,0.25,0.05,Physical Touch,0.39,49,2,Suburban,Tech,0.43,0.14,0.16,0.51,0.24,0.38,0.56,Acts of Service,0.67,61.4,0,71
43206,55,1,Rural,Education,0.36,0.89,0.06,0.23,0.43,0.47,0.13,Acts of Service,0.58,36,3,Urban,Marketing,0.46,0.31,0.49,0.22,0.56,0.65,0.08,Words of Affirmation,0.21,59.6,0,55
43207,54,3,Suburban,Tech,0.62,0.6,0.39,0.53,0.44,0.83,0.67,Acts of Service,0.3,24,3,Suburban,Science,0.55,0.81,0.67,0.04,0.3,0.89,0.52,Receiving Gifts,0.6,73.7,1,64
43208,35,4,Suburban,Finance,0.52,0.6,0.06,0.27,0.46,0.43,0.74,Receiving Gifts,0.2,51,3,Rural,Science,0.49,0.57,0.61,0.19,0.82,0.46,0.16,Quality Time,0.22,71.4,1,77
43209,46,2,Urban,Education,0.34,0.61,0.86,0.19,0.76,0.49,0.35,Physical Touch,0.18,23,3,Rural,Creative Arts,0.5,0.47,0.36,0.34,0.1,0.38,0.33,Acts of Service,0.3,66.0,1,43
43210,29,2,Rural,Creative Arts,0.48,0.43,0.63,0.26,0.54,0.56,0.85,Quality Time,0.88,52,3,Urban,Creative Arts,0.58,0.39,0.27,0.1,0.45,0.63,0.34,Physical Touch,0.19,56.3,0,96
43211,35,3,Suburban,Education,0.44,0.41,0.5,0.45,0.77,0.55,0.55,Physical Touch,0.41,33,5,Urban,Science,0.76,0.35,0.21,0.8,0.33,0.58,0.84,Words of Affirmation,0.52,65.4,1,83
43212,48,2,Urban,Law,0.49,0.82,0.51,0.36,0.76,0.39,0.04,Acts of Service,0.62,26,5,Rural,Tech,0.74,0.43,0.14,0.53,0.76,0.6,0.23,Quality Time,0.24,46.1,0,58
43213,32,3,Suburban,Science,0.62,0.79,0.34,0.5,0.56,0.33,0.27,Physical Touch,0.49,25,5,Suburban,Marketing,0.81,0.8,0.28,0.82,0.53,0.38,0.07,Physical Touch,0.33,76.5,1,71
43214,47,1,Urban,Finance,0.54,0.62,0.35,0.67,0.23,0.77,0.27,Acts of Service,0.7,25,4,Urban,Tech,0.75,0.15,0.58,0.7,0.37,0.73,0.54,Acts of Service,0.71,93.1,1,79
43215,53,1,Rural,Tech,0.39,0.25,0.37,0.62,0.91,0.6,0.6,Receiving Gifts,0.63,55,2,Suburban,Education,0.58,0.61,0.61,0.17,0.52,0.74,0.27,Receiving Gifts,0.66,85.3,1,74
43216,45,3,Urban,Engineering,0.59,0.43,0.71,0.35,0.14,0.62,0.7,Words of Affirmation,0.54,51,4,Urban,Tech,0.78,0.4,0.2,0.44,0.29,0.49,0.54,Receiving Gifts,0.1,60.7,0,85
43217,32,2,Suburban,Education,0.42,0.54,0.36,0.44,0.78,0.84,0.28,Physical Touch,0.51,48,4,Urban,Entrepreneurship,0.28,0.41,0.44,0.67,0.53,0.55,0.21,Physical Touch,0.25,63.6,0,50
43218,50,3,Suburban,Finance,0.37,0.4,0.6,0.83,0.64,0.22,0.48,Receiving Gifts,0.71,25,5,Urban,Finance,0.48,0.44,0.64,0.5,0.55,0.79,0.35,Receiving Gifts,0.5,75.0,1,58
43219,19,4,Suburban,Healthcare,0.53,0.4,0.75,0.9,0.37,0.45,0.3,Physical Touch,0.7,27,4,Urban,Engineering,0.73,0.41,0.06,0.65,0.5,0.05,0.61,Words of Affirmation,0.21,66.0,1,91
43220,25,1,Rural,Marketing,0.47,0.13,0.23,0.29,0.18,0.75,0.88,Quality Time,0.31,35,2,Urban,Law,0.51,0.8,0.78,0.61,0.65,0.27,0.25,Quality Time,0.52,54.0,0,75
43221,50,2,Urban,Finance,0.47,0.65,0.24,0.57,0.89,0.7,0.26,Words of Affirmation,0.64,47,2,Suburban,Science,0.2,0.1,0.3,0.28,0.74,0.48,0.15,Acts of Service,0.19,39.1,0,41
43222,52,5,Urban,Engineering,0.78,0.61,0.23,0.53,0.65,0.76,0.59,Words of Affirmation,0.86,46,4,Rural,Marketing,0.6,0.66,0.61,0.32,0.26,0.74,0.46,Acts of Service,0.53,39.5,0,75
43223,35,3,Urban,Creative Arts,0.52,0.49,0.43,0.93,0.64,0.64,0.15,Acts of Service,0.31,20,3,Urban,Entrepreneurship,0.59,0.79,0.57,0.57,0.05,0.67,0.43,Words of Affirmation,0.79,65.4,1,82
43224,43,3,Suburban,Law,0.62,0.81,0.51,0.9,0.77,0.57,0.21,Receiving Gifts,0.55,43,3,Urban,Science,0.5,0.23,0.19,0.46,0.52,0.66,0.19,Receiving Gifts,0.11,73.5,1,120
43225,38,3,Urban,Tech,0.31,0.62,0.58,0.21,0.79,0.25,0.59,Words of Affirmation,0.16,52,5,Urban,Finance,0.65,0.27,0.52,0.91,0.08,0.42,0.32,Quality Time,0.3,60.8,0,100
43226,45,3,Urban,Science,0.76,0.11,0.25,0.42,0.52,0.71,0.32,Receiving Gifts,0.42,51,5,Urban,Law,0.41,0.39,0.39,0.45,0.32,0.73,0.19,Quality Time,0.74,57.7,0,94
43227,37,4,Urban,Education,0.81,0.16,0.61,0.61,0.2,0.65,0.87,Physical Touch,0.23,29,3,Urban,Entrepreneurship,0.59,0.69,0.64,0.51,0.36,0.5,0.35,Acts of Service,0.22,72.4,1,64
43228,37,2,Urban,Healthcare,0.28,0.15,0.78,0.45,0.63,0.58,0.63,Receiving Gifts,0.39,48,2,Urban,Marketing,0.45,0.85,0.83,0.71,0.64,0.55,0.51,Receiving Gifts,0.25,68.1,1,71
43229,21,2,Urban,Entrepreneurship,0.42,0.27,0.52,0.9,0.52,0.82,0.62,Quality Time,0.31,22,3,Rural,Law,0.43,0.35,0.67,0.12,0.51,0.54,0.52,Physical Touch,0.38,77.2,1,74
43230,53,3,Urban,Tech,0.85,0.47,0.7,0.62,0.64,0.32,0.54,Physical Touch,0.97,20,3,Suburban,Tech,0.71,0.44,0.75,0.67,0.97,0.49,0.75,Quality Time,0.63,60.3,0,64
43231,51,3,Urban,Healthcare,0.59,0.26,0.77,0.48,0.46,0.4,0.5,Receiving Gifts,0.84,35,1,Suburban,Marketing,0.22,0.53,0.77,0.15,0.19,0.54,0.51,Acts of Service,0.61,61.8,0,52
43232,30,3,Urban,Healthcare,0.64,0.35,0.74,0.49,0.7,0.68,0.37,Acts of Service,0.88,49,2,Urban,Engineering,0.33,0.39,0.74,0.02,0.78,0.28,0.33,Physical Touch,0.63,68.5,1,58
43233,48,3,Suburban,Entrepreneurship,0.68,0.89,0.66,0.51,0.41,0.69,0.76,Acts of Service,0.59,24,1,Rural,Education,0.22,0.43,0.34,0.72,0.65,0.63,0.15,Quality Time,0.75,50.2,0,88
43234,24,5,Rural,Engineering,0.54,0.13,0.65,0.29,0.48,0.57,0.49,Quality Time,0.74,55,2,Urban,Marketing,0.31,0.57,0.21,0.51,0.57,0.47,0.77,Acts of Service,0.48,62.7,0,84
43235,34,4,Suburban,Law,0.56,0.2,0.6,0.5,0.44,0.78,0.32,Acts of Service,0.58,44,1,Rural,Finance,0.11,0.9,0.98,0.79,0.86,0.71,0.23,Receiving Gifts,0.21,48.1,0,58
43236,29,2,Suburban,Finance,0.71,0.44,0.76,0.23,0.82,0.8,0.18,Quality Time,0.91,34,5,Suburban,Education,0.54,0.32,0.68,0.47,0.73,0.63,0.42,Quality Time,0.31,68.2,1,68
43237,47,3,Urban,Tech,0.64,0.32,0.19,0.72,0.58,0.4,0.82,Receiving Gifts,0.46,24,3,Suburban,Education,0.66,0.32,0.16,0.62,0.2,0.85,0.41,Words of Affirmation,0.58,57.4,0,47
43238,51,4,Rural,Engineering,0.57,0.38,0.57,0.28,0.55,0.77,0.27,Quality Time,0.22,26,1,Rural,Entrepreneurship,0.49,0.14,0.63,0.36,0.62,0.59,0.4,Receiving Gifts,0.3,74.4,1,91
43239,39,3,Suburban,Tech,0.47,0.21,0.29,0.92,0.6,0.82,0.6,Receiving Gifts,0.46,34,3,Suburban,Marketing,0.34,0.62,0.45,0.93,0.42,0.65,0.12,Physical Touch,0.46,73.6,1,63
43240,38,5,Rural,Marketing,0.8,0.17,0.41,0.2,0.67,0.64,0.31,Quality Time,0.27,33,4,Suburban,Creative Arts,0.58,0.69,0.75,0.7,0.58,0.8,0.39,Physical Touch,0.21,65.7,1,61
43241,26,4,Urban,Creative Arts,0.45,0.41,0.53,0.5,0.43,0.23,0.17,Physical Touch,0.34,32,5,Urban,Tech,0.59,0.21,0.65,0.19,0.88,0.26,0.34,Quality Time,0.22,51.5,0,69
43242,29,2,Suburban,Creative Arts,0.59,0.71,0.4,0.36,0.26,0.75,0.16,Words of Affirmation,0.68,24,3,Urban,Creative Arts,0.21,0.63,0.86,0.52,0.61,0.6,0.76,Acts of Service,0.72,65.4,1,70
43243,34,3,Urban,Science,0.34,0.75,0.62,0.33,0.34,0.58,0.29,Quality Time,0.46,19,1,Urban,Tech,0.53,0.6,0.54,0.54,0.21,0.86,0.63,Receiving Gifts,0.29,73.2,1,82
43244,33,4,Rural,Healthcare,0.62,0.96,0.42,0.17,0.28,0.61,0.28,Acts of Service,0.68,18,3,Urban,Education,0.54,0.56,0.86,0.29,0.58,0.73,0.63,Quality Time,0.42,72.5,1,80
43245,22,3,Rural,Entrepreneurship,0.65,0.1,0.66,0.46,0.42,0.7,0.58,Quality Time,0.68,20,3,Suburban,Healthcare,0.33,0.87,0.43,0.5,0.75,0.35,0.5,Acts of Service,0.43,76.7,1,115
43246,36,3,Suburban,Healthcare,0.64,0.56,0.71,0.25,0.5,0.48,0.18,Quality Time,0.48,19,2,Suburban,Law,0.32,0.23,0.36,0.3,0.88,0.95,0.77,Quality Time,0.63,61.3,0,57
43247,45,4,Urban,Law,0.53,0.33,0.41,0.94,0.55,0.52,0.73,Acts of Service,0.11,36,1,Suburban,Healthcare,0.23,0.55,0.5,0.36,0.81,0.11,0.65,Physical Touch,0.65,57.2,0,60
43248,34,1,Suburban,Finance,0.57,0.65,0.54,0.82,0.75,0.25,0.05,Quality Time,0.63,27,3,Urban,Education,0.27,0.68,0.3,0.72,0.35,0.05,0.68,Quality Time,0.74,77.7,1,25
43249,39,1,Urban,Healthcare,0.01,0.65,0.36,0.59,0.7,0.48,0.19,Receiving Gifts,0.68,26,4,Suburban,Entrepreneurship,0.54,0.3,0.87,0.89,0.42,0.4,0.35,Physical Touch,0.88,64.3,0,72
43250,52,2,Urban,Creative Arts,0.3,0.46,0.44,0.6,0.55,0.38,0.93,Words of Affirmation,0.42,31,3,Rural,Healthcare,0.55,0.92,0.87,0.33,0.14,0.44,0.92,Acts of Service,0.56,63.4,0,59
43251,32,4,Urban,Finance,0.8,0.18,0.79,0.78,0.58,0.03,0.46,Quality Time,0.28,35,1,Urban,Law,0.53,0.44,0.78,0.36,0.15,0.1,0.61,Quality Time,0.69,99.3,1,96
43252,36,2,Urban,Creative Arts,0.56,0.91,0.43,0.12,0.45,0.46,0.56,Physical Touch,0.74,23,1,Urban,Entrepreneurship,0.38,0.41,0.25,0.75,0.79,0.93,0.3,Physical Touch,0.48,56.2,0,42
43253,43,3,Rural,Law,0.37,0.6,0.27,0.42,0.81,0.3,0.42,Words of Affirmation,0.34,44,4,Urban,Marketing,0.56,0.29,0.23,0.42,0.37,0.87,0.4,Words of Affirmation,0.37,83.7,1,76
43254,52,2,Urban,Marketing,0.39,0.81,0.67,0.78,0.74,0.7,0.82,Quality Time,0.58,55,3,Urban,Marketing,0.52,0.79,0.77,0.46,0.15,0.82,0.19,Quality Time,0.81,69.2,1,75
43255,40,4,Urban,Science,0.81,0.5,0.79,0.53,0.2,0.89,0.4,Words of Affirmation,0.75,45,3,Rural,Healthcare,0.71,0.6,0.39,0.9,0.2,0.38,0.58,Quality Time,0.47,70.5,1,90
43256,27,3,Suburban,Science,0.56,0.6,0.56,0.35,0.66,0.52,0.26,Receiving Gifts,0.37,38,3,Urban,Finance,0.22,0.72,0.75,0.83,0.51,0.81,0.43,Receiving Gifts,0.47,68.3,1,85
43257,39,2,Urban,Creative Arts,0.45,0.36,0.84,0.66,0.51,0.65,0.68,Quality Time,0.47,55,5,Rural,Creative Arts,0.44,0.39,0.17,0.59,0.78,0.47,0.32,Words of Affirmation,0.43,77.1,1,70
43258,28,4,Urban,Education,0.74,0.48,0.51,0.29,0.32,0.78,0.52,Words of Affirmation,0.58,52,5,Rural,Entrepreneurship,0.54,0.16,0.64,0.69,0.39,0.15,0.22,Words of Affirmation,0.48,79.5,1,90
43259,43,1,Suburban,Science,0.15,0.42,0.76,0.64,0.44,0.38,0.5,Physical Touch,0.5,19,2,Suburban,Marketing,0.62,0.25,0.42,0.1,0.32,0.62,0.55,Physical Touch,0.51,63.8,0,53
43260,18,3,Urban,Healthcare,0.38,0.36,0.22,0.65,0.16,0.61,0.54,Quality Time,0.19,37,5,Suburban,Science,0.74,0.59,0.59,0.15,0.46,0.44,0.49,Quality Time,0.69,60.1,0,43
43261,53,4,Urban,Healthcare,0.41,0.5,0.61,0.75,0.74,0.2,0.42,Acts of Service,0.71,51,3,Urban,Science,0.57,0.26,0.43,0.96,0.22,0.5,0.54,Quality Time,0.54,70.0,1,63
43262,38,3,Urban,Engineering,0.66,0.64,0.58,0.24,0.33,0.69,0.66,Acts of Service,0.08,54,2,Urban,Entrepreneurship,0.28,0.74,0.25,0.63,0.13,0.14,0.58,Physical Touch,0.23,63.6,0,81
43263,25,2,Suburban,Finance,0.44,0.55,0.1,0.19,0.3,0.39,0.12,Words of Affirmation,0.62,46,4,Suburban,Creative Arts,0.76,0.34,0.23,0.31,0.79,0.7,0.29,Words of Affirmation,0.66,86.5,1,96
43264,37,5,Suburban,Education,0.61,0.06,0.41,0.59,0.59,0.34,0.74,Acts of Service,0.64,55,3,Urban,Education,0.36,0.5,0.15,0.29,0.26,0.71,0.48,Words of Affirmation,0.63,73.9,1,80
43265,34,3,Urban,Science,0.67,0.47,0.2,0.04,0.4,0.44,0.55,Acts of Service,0.7,54,3,Urban,Tech,0.49,0.55,0.42,0.82,0.22,0.08,0.62,Quality Time,0.4,74.6,1,96
43266,32,3,Suburban,Creative Arts,0.46,0.17,0.57,0.62,0.31,0.45,0.27,Physical Touch,0.79,27,4,Urban,Engineering,0.32,0.48,0.41,0.85,0.27,0.65,0.86,Quality Time,0.22,42.4,0,37
43267,38,5,Suburban,Entrepreneurship,0.66,0.77,0.85,0.31,0.97,0.77,0.0,Physical Touch,0.51,24,2,Suburban,Law,0.42,0.1,0.41,0.23,0.52,0.5,0.14,Physical Touch,0.15,51.1,0,60
43268,18,5,Suburban,Engineering,0.45,0.34,0.77,0.43,0.79,0.12,0.57,Acts of Service,0.44,28,3,Suburban,Entrepreneurship,0.44,0.48,0.94,0.3,0.76,0.27,0.76,Quality Time,0.27,72.6,1,83
43269,20,2,Suburban,Creative Arts,0.47,0.67,0.74,0.17,0.71,0.93,0.63,Receiving Gifts,0.76,23,4,Urban,Engineering,0.76,0.54,0.52,0.13,0.69,0.24,0.63,Quality Time,0.12,65.9,1,85
43270,48,2,Suburban,Marketing,0.3,0.31,0.68,0.19,0.3,0.61,0.98,Receiving Gifts,0.23,38,3,Urban,Entrepreneurship,0.45,0.37,0.4,0.45,0.75,0.36,0.64,Physical Touch,0.17,66.7,1,60
43271,48,2,Rural,Healthcare,0.24,0.19,0.75,0.3,0.72,0.7,0.55,Acts of Service,0.68,22,5,Suburban,Science,0.56,0.29,0.67,0.67,0.76,0.49,0.76,Quality Time,0.86,57.4,0,61
43272,38,2,Urban,Finance,0.59,0.52,0.4,0.49,0.29,0.25,0.17,Receiving Gifts,0.68,49,4,Urban,Science,0.73,0.66,0.52,0.72,0.69,0.29,0.07,Quality Time,0.15,68.8,1,72
43273,40,2,Rural,Education,0.55,0.32,0.71,0.89,0.43,0.4,0.49,Receiving Gifts,0.32,23,1,Urban,Engineering,0.59,0.79,0.68,0.49,0.46,0.27,0.43,Receiving Gifts,0.52,75.9,1,53
43274,34,3,Rural,Law,0.68,0.28,0.59,0.33,0.74,0.36,0.85,Receiving Gifts,0.94,39,1,Rural,Entrepreneurship,0.58,0.38,0.65,0.51,0.71,0.44,0.47,Words of Affirmation,0.43,66.7,1,88
43275,39,2,Rural,Healthcare,0.56,0.65,0.57,0.52,0.51,0.27,0.3,Acts of Service,0.54,49,2,Suburban,Creative Arts,0.57,0.93,0.57,0.53,0.94,0.41,0.46,Acts of Service,0.3,65.8,1,83
43276,39,3,Suburban,Science,0.44,0.85,0.68,0.62,0.36,0.77,0.11,Acts of Service,0.22,55,2,Urban,Engineering,0.5,0.61,0.33,0.31,0.24,0.63,0.47,Words of Affirmation,0.21,79.0,1,95
43277,53,3,Urban,Entrepreneurship,0.42,0.66,0.61,0.96,0.71,0.78,0.6,Physical Touch,0.79,43,2,Rural,Creative Arts,0.41,0.52,0.36,0.81,0.66,0.43,0.67,Quality Time,0.25,52.5,0,73
43278,25,3,Urban,Entrepreneurship,0.44,0.4,0.19,0.67,0.65,0.33,0.54,Acts of Service,0.3,46,4,Urban,Entrepreneurship,0.83,0.48,0.36,0.49,0.48,0.64,0.38,Physical Touch,0.24,63.4,0,67
43279,25,4,Urban,Education,0.57,0.47,0.83,0.5,0.54,0.6,0.37,Acts of Service,0.36,37,4,Rural,Healthcare,0.53,0.07,0.74,0.6,0.22,0.44,0.9,Acts of Service,0.74,74.9,1,75
43280,31,5,Suburban,Tech,0.7,0.2,0.81,0.7,0.28,0.75,0.29,Acts of Service,0.18,52,4,Urban,Engineering,0.36,0.35,0.32,0.27,0.56,0.1,0.52,Receiving Gifts,0.32,48.9,0,58
43281,55,3,Suburban,Marketing,0.66,0.86,0.79,0.36,0.25,0.85,0.23,Physical Touch,0.81,28,4,Suburban,Healthcare,0.51,0.39,0.58,0.23,0.7,0.18,0.66,Quality Time,0.2,51.0,0,54
43282,41,4,Suburban,Education,0.5,0.57,0.71,0.48,0.89,0.47,0.09,Receiving Gifts,0.85,32,3,Rural,Engineering,0.49,0.92,0.4,0.31,0.57,0.2,0.65,Receiving Gifts,0.04,65.1,1,36
43283,39,3,Urban,Healthcare,0.65,0.11,0.75,0.66,0.8,0.16,0.08,Physical Touch,0.54,25,1,Urban,Science,0.25,0.48,0.73,0.41,0.67,0.75,0.28,Physical Touch,0.41,56.0,0,73
43284,32,5,Urban,Entrepreneurship,0.71,0.62,0.37,0.14,0.81,0.41,0.45,Receiving Gifts,0.16,30,4,Urban,Law,0.76,0.16,0.39,0.28,0.3,0.7,0.16,Acts of Service,0.57,62.5,0,83
43285,37,4,Suburban,Science,0.46,0.51,0.58,0.49,0.86,0.73,0.41,Acts of Service,0.43,38,3,Urban,Marketing,0.47,0.48,0.5,0.34,0.23,0.48,0.56,Acts of Service,0.77,72.6,1,69
43286,44,3,Urban,Healthcare,0.32,0.58,0.32,0.4,0.69,0.77,0.76,Physical Touch,0.13,20,2,Urban,Finance,0.17,0.48,0.31,0.68,0.83,0.34,0.65,Receiving Gifts,0.83,72.4,1,67
43287,45,3,Urban,Entrepreneurship,0.9,0.74,0.9,0.78,0.41,0.4,0.31,Acts of Service,0.35,24,3,Suburban,Engineering,0.85,0.29,0.81,0.62,0.57,0.56,0.42,Acts of Service,0.92,84.6,1,88
43288,39,2,Urban,Science,0.34,0.27,0.34,0.78,0.76,0.5,0.04,Quality Time,0.62,19,3,Urban,Science,0.65,0.48,0.93,0.57,0.68,0.18,0.63,Acts of Service,0.92,42.6,0,20
43289,48,4,Urban,Science,0.96,0.41,0.31,0.49,0.22,0.85,0.65,Words of Affirmation,0.26,24,2,Urban,Finance,0.32,0.42,0.8,0.23,0.74,0.05,0.0,Words of Affirmation,0.53,48.0,0,52
43290,26,3,Suburban,Entrepreneurship,0.3,0.25,0.31,0.22,0.85,0.35,0.37,Words of Affirmation,0.53,32,4,Urban,Education,0.91,0.53,0.91,0.84,0.24,0.29,0.91,Words of Affirmation,0.37,50.6,0,24
43291,40,1,Suburban,Healthcare,0.36,0.33,0.56,0.2,0.54,0.78,0.76,Quality Time,0.14,48,2,Suburban,Education,0.5,0.44,0.7,0.48,0.79,0.7,0.53,Words of Affirmation,0.46,71.4,1,91
43292,22,3,Rural,Marketing,0.74,0.68,0.27,0.82,0.38,0.73,0.37,Receiving Gifts,0.13,55,2,Urban,Healthcare,0.53,0.42,0.85,0.66,0.43,0.38,0.65,Acts of Service,0.69,59.4,0,59
43293,34,2,Urban,Law,0.52,0.24,0.42,0.59,0.86,0.63,0.33,Acts of Service,0.52,19,1,Rural,Marketing,0.17,0.42,0.4,0.68,0.82,0.41,0.64,Receiving Gifts,0.15,57.3,0,66
43294,22,1,Urban,Law,0.31,0.63,0.95,0.97,0.74,0.19,0.73,Quality Time,0.44,46,3,Urban,Science,0.2,0.64,0.12,0.12,0.59,0.43,0.63,Acts of Service,0.43,48.7,0,44
43295,24,5,Urban,Science,0.45,0.35,0.82,0.78,0.35,0.49,0.37,Receiving Gifts,0.6,43,3,Suburban,Creative Arts,0.55,0.34,0.42,0.8,0.83,0.28,0.1,Quality Time,0.55,50.5,0,42
43296,25,3,Urban,Healthcare,0.49,0.31,0.62,0.21,0.6,0.3,0.8,Words of Affirmation,0.67,26,3,Suburban,Education,0.64,0.32,0.47,0.51,0.89,0.75,0.85,Quality Time,0.34,56.1,0,57
43297,24,4,Urban,Finance,0.39,0.63,0.4,0.58,0.55,0.33,0.39,Physical Touch,0.15,44,3,Urban,Tech,0.35,0.44,0.19,0.66,0.25,0.56,0.39,Receiving Gifts,0.36,60.6,0,69
43298,39,3,Urban,Healthcare,0.6,0.74,0.25,0.83,0.83,0.67,0.72,Physical Touch,0.54,44,4,Urban,Marketing,0.32,0.91,0.39,0.1,0.34,0.79,0.13,Quality Time,0.29,58.6,0,49
