Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Effect: Impact to flight,Effect: Other,Location: Nearby if en route,Aircraft: Flight Number,FlightDate,Record ID,Effect: Indicated Damage,Location: Freeform en route,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Reported: Date,Wildlife: Size,Conditions: Sky,Wildlife: Species,When: Time (HHMM),When: Time of day,Pilot warned of birds or wildlife?,Cost: Aircraft time out of service (hours),Cost: Other (inflation adj),Cost: Repair (inflation adj),Cost: Total $,Miles from airport,Feet above ground,Number of human fatalities,Number of people injured,Speed (IAS) in knots
,GREATER PITTSBURGH,Unknown,UNKNOWN,1,,,,,4/8/00 0:00,201927,No damage,,,UNKNOWN,Pennsylvania,,,TRUE,FALSE,OVERCAST AND RAINY. FOUND DURING DAY.,,,,Gulls,,,,,0,0,0,0,,,,
Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,DC-9,2 to 10,None,,,,4/8/00 0:00,202816,Caused damage,,2,US AIRWAYS*,Michigan,Climb,None,FALSE,FALSE,CAPT SAW BIRD ON RWY DURING ROTATION. ABOUT 10 WERE 20 FT AGL THEN THEY FLEW RIGHT INTO THE A/C. DMG TO WING AND NOSE GEAR LIGHT.,,Medium,Some Cloud,Unknown bird - medium,1439,Day,N,,0,0,0,,100,,,135
Airplane,GREATER PITTSBURGH,< 1000 ft,B-757-200,1,None,,,,4/8/00 0:00,203892,No damage,,2,US AIRWAYS*,Pennsylvania,Take-off run,Rain,FALSE,FALSE,FLT 109. BIRD HIT ON ROTATION.,4/8/00 0:00,,Overcast,Gulls,,Day,N,,0,0,0,0,0,,,144
Airplane,WASHINGTON DULLES INTL ARPT,< 1000 ft,B-737,1,None,,,,4/8/00 0:00,203762,Caused damage,,2,US AIRWAYS*,DC,Landing Roll,None,FALSE,FALSE,FLT 2751,4/8/00 0:00,,Some Cloud,Sparrows,,Day,Y,,0,0,0,0,0,,,135
Airplane,WASHINGTON DULLES INTL ARPT,Unknown,CL-RJ100/200,1,None,,,,4/8/00 0:00,202201,Caused damage,,2,ATLANTIC COAST AIRLINES,DC,Approach,None,FALSE,FALSE,NOTICED BIRD STRIKE ON POST FLT WALK-AROUND. NEVER SAW BIRD. REPAIRED DENTED LEADING EDGE,4/13/00 0:00,Small,No Cloud,Unknown bird - small,,Day,Y,2,0,"2,673","2,673",,,,,145
Airplane,JACKSON EVERS INTL,< 1000 ft,C-141B,2 to 10,None,,,,4/8/00 0:00,3587,No damage,,,MILITARY,Mississippi,Approach,None,FALSE,FALSE,Pigeons,7/31/01 10:18,Medium,Some Clouds,Unknown bird - medium,,Day,,,0,0,0,,100,,,100
Airplane,BALTIMORE WASH INTL,Unknown,L-1011,1,Precautionary Landing,,,,4/8/00 0:00,215413,Caused damage,,3,ATA AIRLINES,Maryland,Climb,,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1. ENG DMG, EXTENT NOT REPTD",12/5/02 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,BE-400 BJET,2 to 10,Aborted Take-off,,,,4/9/00 0:00,201633,No damage,,2,UNKNOWN,New Jersey,Take-off run,Snow,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 2-10 DUE TO TWO PARTS STRUCK ON A/C.",,Medium,Overcast,Unknown bird - medium,,Day,,,0,0,0,0,0,,,
Airplane,BATON ROUGE METRO,< 1000 ft,MD-80,2 to 10,None,,,,4/9/00 0:00,202474,No damage,,2,DELTA AIR LINES,Louisiana,Take-off run,None,FALSE,FALSE,WARNING IN ARPT DIRECTORY. (DATA ENTRY NOTE: DATE MIGHT BE SEPT 4 AS FORM ARRIVED IN NOV.),,Small,Some Cloud,Unknown bird - small,,Dusk,,,0,0,0,0,0,,,120
Airplane,ATLANTA INTL,< 1000 ft,DC-9-30,1,None,,,,4/9/00 0:00,201496,No damage,,2,AIRTRAN AIRWAYS,Georgia,Approach,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,75,,,127
Airplane,MYRTLE BEACH INTL,< 1000 ft,DC-9,2 to 10,None,,,,4/9/00 0:00,200828,No damage,,2,AIRTRAN AIRWAYS,South Carolina,Climb,None,FALSE,FALSE,PILOT REPTD POSSIBLE BIRD STRIKE ON DEPTR. NO PROBLEMS REPTD. CONTD FLT TO ATL. FOUND 3 BIRDS ON RWY. FLT 683,,Small,No Cloud,Unknown bird - small,,Day,N,,0,0,0,,100,,,
Airplane,TETERBORO AIRPORT,< 1000 ft,IAI ASTRA JT,1,None,,,,4/9/00 0:00,202398,No damage,,2,BUSINESS,New Jersey,Landing Roll,None,FALSE,FALSE,BIRD WAS IN 4 PIECES,,Medium,Overcast,Ring-billed gull,1533,Day,Y,,0,0,0,0,0,,,
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,B-737,1,,,,,4/9/00 0:00,204974,No damage,,2,ALASKA AIRLINES,Washington,Take-off run,,FALSE,FALSE,BIRD INGESTED.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SALT LAKE CITY INTL,< 1000 ft,B-737-300,1,,,,,4/9/00 0:00,206484,No damage,,2,UNITED AIRLINES,Utah,Landing Roll,,FALSE,FALSE,BIRDSTRIKE INBD ON #1 ENG ON LE FLAP.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,0,,,
Airplane,SEATTLE-TACOMA INTL,< 1000 ft,MD-80,1,None,,,,4/9/00 0:00,200112,No damage,,2,ALASKA AIRLINES,Washington,Approach,,FALSE,FALSE,FLT 661 HIT BIRD ON GLIDESLOPE. HIT FRONT OF FUSELAGE. NO DMG.,,Small,,Unknown bird - small,225,Night,,,0,0,0,,"1,000",,,
Airplane,CLEVELAND-HOPKINS INTL ARPT,< 1000 ft,EMB-135,1,None,,,,4/9/00 0:00,203927,No damage,,2,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,None,FALSE,FALSE,FLT 4108 WAS ADZ OF BIRDS ON RWY WHILE ON APCH. 1 GULL WAS HIT.,,,Overcast,Gulls,1018,Day,Y,,0,0,0,,20,,,140
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,< 1000 ft,B-757-200,1,None,,,,4/9/00 0:00,201160,No damage,,2,DELTA AIR LINES,Kentucky,Approach,None,FALSE,FALSE,FLT 1493,,Small,Some Cloud,Unknown bird - small,1920,Dusk,Y,,0,0,0,,30,,,125
Airplane,MEMPHIS INTL,> 1000 ft,DC-9-50,1,,,,,4/9/00 0:00,204903,No damage,,2,NORTHWEST AIRLINES,Tennessee,Approach,None,FALSE,FALSE,FLT 1479,,Medium,No Cloud,Unknown bird - medium,,Day,N,,0,0,0,,"1,500",,,150
Airplane,GREATER PITTSBURGH,Unknown,CL-RJ100/200,1,,,,,4/9/00 0:00,201845,No damage,,2,AIR CANADA,Pennsylvania,Approach,,FALSE,FALSE,ABOVE CAPT'S WINDSHLD.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,,,,,4/9/00 0:00,202857,No damage,SMF-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE LWR LHS A/C.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-767-300,1,,,,,4/9/00 0:00,202169,No damage,EZE-MVD,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE ON AIRFRAME. OPS NORMAL. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-777-200,1,,,,,4/9/00 0:00,200263,No damage,DEN-LAX,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,EVIDENCE OF BIRD STRIKE IN #2 ENG. INGESTION. CLEANED NOSE COWL 7 BLADES.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LOS ANGELES INTL,Unknown,B-737,1,,,,,4/9/00 0:00,204975,No damage,,2,ALASKA AIRLINES,California,,,FALSE,FALSE,BIRD INGESTED IN #1 ENG. PHASE UNKN. ARPT MAY BE WRONG. NO FAN BLADE DMG,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,4/9/00 0:00,202504,No damage,GSO-ORD,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD HIT RT WING OTBD TE FLAP,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,NEW ORLEANS INTL,Unknown,DC-9-50,1,,,,,4/9/00 0:00,202397,No damage,,2,NORTHWEST AIRLINES,Louisiana,Approach,,FALSE,FALSE,FLT 1479 HAD BIRDSTRIKE ON FINAL APCH. CLEANED & INSPCTD.,,Small,,Unknown bird - small,,,,,0,0,0,,,,,
,DENVER INTL AIRPORT,Unknown,UNKNOWN,2 to 10,,,,,4/9/00 0:00,202630,No damage,,,UNKNOWN,Colorado,,,TRUE,FALSE,REMOVED 2 BIRDS FROM RWY 17L-35R AT 1911.,,Medium,,Unknown bird - medium,,,,,0,0,0,0,,,,
Airplane,TETERBORO AIRPORT,< 1000 ft,CL-601/604,1,None,,,,4/9/00 0:00,202239,Caused damage,,2,BUSINESS,New Jersey,Take-off run,None,TRUE,TRUE,BIRD BY BY C DOVE @ SMITHSONIAN 40 OZ,,Medium,Some Cloud,Mallard,1715,Day,Y,,0,0,0,0,0,,,
Airplane,UNKNOWN,Unknown,B-757-200,2 to 10,,,,,4/9/00 0:00,201514,No damage,,2,AMERICA WEST AIRLINES,N/A,,,FALSE,FALSE,"FOUND BIRD STRIKE ON PRE FLT.  RADOME, F/O'S PITOT TUBE & LWR FUSELAGE JUST FWD OF NOSE LDG GEAR DOORS. INSPCTD. FLUSHED AND PERFORMED LOW LEVEL LEAK CHECK TO FO PITOT TUBE.",4/9/00 0:00,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
,PEASE INTL TRADEPORT,Unknown,UNKNOWN,1,,,,,4/9/00 0:00,206485,No damage,,,UNKNOWN,New Hampshire,,,TRUE,FALSE,BIRD CARCASS FOUND ON RWY DURING DAY. CARCASS WAS TAKEN TO WILDLIFE FREEZER.,4/9/00 0:00,Small,,American kestrel,,,,,0,0,0,0,,,,
Airplane,EPPLEY AIRFIELD,< 1000 ft,BE-1900,1,None,,,,4/10/00 0:00,200012,No damage,,2,AIR MIDWEST,Nebraska,Landing Roll,Rain,FALSE,FALSE,,,Small,Overcast,Unknown bird - small,1735,Day,Y,,0,0,0,0,0,,,85
Airplane,LAGUARDIA NY,> 1000 ft,A-320,1,,,,,4/10/00 0:00,202475,No damage,,2,AIR CANADA,New York,Approach,,FALSE,FALSE,FLT 704. INGESTION. A/C OVER WATER ABOUT 2000' OUT.,,Medium,,Red-tailed hawk,,,,,0,0,0,,"1,600",,,
Airplane,UNKNOWN,Unknown,B-737-200,1,,,,,4/10/00 0:00,203053,No damage,IAD-PHL,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRD STRIKE ABV CAPT HEAD. INSPN FOUND STRIKE ON OTBD SIDE OF #1 SLAT. NO EVIDENCE FOUND IN CROWN AREA.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,90
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,4/10/00 0:00,201715,No damage,ORD-DCA,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,POSSIBLE BIRD STRIKE LHS A/C. INSPN FOUND NO DMG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,WILMINGTON INTL,Unknown,B-737-200,1,,,,,4/10/00 0:00,202623,No damage,,2,US AIRWAYS*,North Carolina,Approach,None,FALSE,FALSE,"# BIRDS NOT REPTD, ASSUME 1.",,Medium,No Cloud,Unknown bird - medium,2300,Night,,,0,0,0,,,,,
,SEATTLE-TACOMA INTL,Unknown,UNKNOWN,1,,,,,4/10/00 0:00,202741,No damage,,,UNKNOWN,Washington,,,TRUE,FALSE,FOUND AT NIGHT,,Small,,Barn owl,,,,,0,0,0,0,,,,
Airplane,MEMPHIS INTL,Unknown,C-141C,1,None,,,,4/10/00 0:00,3588,No damage,,,MILITARY,Tennessee,,,TRUE,TRUE,"IMPACT
LOWER RT SIDE RADOME
REMARKS
BIRD REMAINS FOUND BY AIRCRAFT MAINTENANCE PERSONS.  MICROSTRUCTURE IS MOST LIKE HORNED LARK.",3/21/01 8:57,Small,,Horned lark,,,,0,0,0,0,,,,,
Airplane,MIDLAND INTL,> 1000 ft,B-737-300,1,None,,,,4/11/00 0:00,201713,No damage,,2,SOUTHWEST AIRLINES,Texas,Climb,None,FALSE,FALSE,,,Small,No Cloud,Unknown bird - small,,Dawn,N,,0,0,0,,"7,000",,,250
Airplane,AIRBORNE AIRPARK,Unknown,DC-9-30,1,,,,,4/11/00 0:00,203385,No damage,,2,ABX AIR,Ohio,Approach,,FALSE,FALSE,POSSIBLE BIRD STRIKE DURING LANDING CONFIGURATION. WALK AROUND FOUND NO EVIDENCE.,,Medium,,Unknown bird - medium,,Night,,,0,0,0,,,,,
Airplane,CHICAGO O'HARE INTL ARPT,Unknown,B-727-200,2 to 10,,,,,4/11/00 0:00,201714,No damage,,3,UNITED AIRLINES,Illinois,Approach,,FALSE,FALSE,"ON SHORT FINAL, SEVERAL SML BIRD HIT RT FRONT FUSELAGE. INSPN.",,Small,,Unknown bird - small,,,,,0,0,0,,,,,
,DENVER INTL AIRPORT,Unknown,UNKNOWN,1,,,,,4/11/00 0:00,200717,No damage,,,UNKNOWN,Colorado,,,TRUE,FALSE,MEADOWLARK REMOVED FROM RWY 25 AT 4400 FT REMAINING MARK,,Small,,Western meadowlark,,,,,0,0,0,0,,,,
Airplane,LOS ANGELES INTL,Unknown,B-757-200,1,,,,,4/11/00 0:00,203101,Caused damage,15 MINS PRIOR TO LDG,2,UNITED AIRLINES,California,Descent,,FALSE,FALSE,"POSSIBLE BIRD STRIKE REPT ON NOSE 15 MIN PRIOR TO LDG. FOUND DEBRIS IN PITOT TUBE, REPLACED IT.",,Medium,,Unknown bird - medium,,,,,0,0,0,15,,,,
,PHOENIX SKY HARBOR,Unknown,UNKNOWN,1,,,,,4/11/00 0:00,200706,No damage,,,UNKNOWN,Arizona,,,TRUE,FALSE,DECOMPOSED BIRD WAS REMOVED FROM INFIELD EAST OF G-3 INTERSECTOIN ABOUT 80 FT E OF TWY G CENTERLINE. EGRET DEAD FOR AT LEAST 1 MONTH.,4/11/00 0:00,Small,,Snowy egret,,,,,0,0,0,0,,,,
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,None,,,,4/11/00 0:00,202317,No damage,,2,AMERICAN AIRLINES,Texas,Landing Roll,None,FALSE,FALSE,"BLOOD SPOT ON RADOME. CAPTS REPT SAYS 1225, OPS SAYS 0822.",4/12/00 0:00,Small,Overcast,Unknown bird - small,1225,Day,N,,0,0,0,0,0,,,140
Airplane,SEATTLE-TACOMA INTL,> 1000 ft,MD-80,1,None,,,,4/11/00 0:00,204409,No damage,,2,ALASKA AIRLINES,Washington,Approach,,FALSE,FALSE,HIT JUST AFT OF RADOME,4/12/00 0:00,Medium,Some Cloud,Unknown bird - medium,,Night,N,,0,0,0,,"2,600",,,200
,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,Unknown,UNKNOWN,1,,,,,4/11/00 0:00,202355,No damage,,,UNKNOWN,Kentucky,,,TRUE,FALSE,"OVERCAST AND RAINY. CARCASS REMOVED AT 1540, DAY, BY ARFF WHILE ON ALERT II STANDBY",4/12/00 0:00,Small,,Killdeer,,,,,0,0,0,0,,,,
Airplane,LONG BEACH-DAUGH FLD,< 1000 ft,BELLANCA CIT,1,None,,,,4/12/00 0:00,201286,No damage,,1,BUSINESS,California,Approach,None,FALSE,FALSE,Sparrow Hawk,,Small,No Cloud,American kestrel,,Day,N,,0,0,0,,5,,,60
Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-80,1,None,,,,4/12/00 0:00,202714,No damage,,2,AMERICAN AIRLINES,Texas,Take-off run,None,FALSE,FALSE,,,Small,Some Cloud,Unknown bird - small,840,Day,N,,0,0,0,0,0,,,
Airplane,NEWPORT NEWS/WILLIAMSBURG INTL,< 1000 ft,GULFAERO III,1,None,,,,4/12/00 0:00,203805,No damage,,2,UNKNOWN,Virginia,Take-off run,None,FALSE,FALSE,A/C REG GIVEN AT VY OR VV692,,Medium,Some Cloud,Unknown bird - medium,,Day,Y,,0,0,0,0,0,,,120
Airplane,HOUSTON-HOBBY,< 1000 ft,MD-80,1,,,,1436,4/12/00 0:00,201816,No damage,,2,AMERICAN AIRLINES,Texas,Approach,,FALSE,FALSE,FLT 1436 REPTD BIRD STRIKE TO CAPT WINDSHLD ON FINAL. NO DMG REPTD.,,Medium,,Unknown bird - medium,1300,Day,,,0,0,0,,400,,,
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-300,1,None,,,,4/12/00 0:00,202284,No damage,,2,UNITED AIRLINES,California,Take-off run,None,FALSE,FALSE,BIRD HIT CAPT WINDSCREEN. REPTD AS RED HAWK,,,Overcast,Hawks,,Day,N,,0,0,0,0,0,,,150
Airplane,SAN FRANCISCO INTL ARPT,< 1000 ft,B-737-500,2 to 10,None,,,,4/12/00 0:00,203262,No damage,,2,UNITED AIRLINES,California,Approach,None,FALSE,FALSE,"FLT 2215. LOUD NOISE & SLIGHT VIBRATION FELT WHEN FLAP HANDLE IS MOVED INTO EACH DETENT. INSPN CLEANED BLOOD & FEATHER SMEARS ON NOSE WHEEL WELL AREA IN INBD LHS OF #1 FAN COWL AND LEADING EDGE. COST WAS FOR LABOR, NOT DAMAGE REPAIRS.",,Small,Some Cloud,Killdeer,,Day,Y,,0,"1,336","1,336",,50,,,
Airplane,UNKNOWN,Unknown,A-319,1,,,,,4/12/00 0:00,202958,No damage,ORD-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,CREW FOUND EVIDENCE OF BIRDSTRIKE ON RADOME. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,SOUTHEAST TEXAS REGIONAL ARPT,< 1000 ft,C-500,2 to 10,Engine Shut Down,,,,4/12/00 0:00,202051,Caused damage,,2,BUSINESS,Texas,Climb,Rain,FALSE,FALSE,RETD TO ARPT AFTER INGESTING A BIRD. LDG SAFELY. #1 ENG FAN A TOTAL LOSS. RT MAIN GEAR BRAKE HEATSHIELD BENT.,,Small,Overcast,Laughing gull,900,Day,,72,"13,364","316,719","330,083",,10,,,120
Airplane,VAN NUYS ARPT,Unknown,SABRLNR-65,1,,,,,4/12/00 0:00,202686,Caused damage,,2,BUSINESS,California,Approach,,FALSE,FALSE,INGESTED A BIRD INTO AN ENG ON SHORT FINAL. PILOT REPTD MAJOR DMG TO ENG.,,Medium,,Unknown bird - medium,2000,Night,,,0,0,0,,,,,
,CLEVELAND-HOPKINS INTL ARPT,Unknown,UNKNOWN,1,,,,,4/12/00 0:00,201394,No damage,,,UNKNOWN,Ohio,,,TRUE,FALSE,FOUND REMAINS OF MUTILATED MALE KESTREL ON W EDGE OF RWY 5L. NO STRIKES REPTD.,4/12/00 0:00,Small,,American kestrel,,,,,0,0,0,0,,,,
,WASHINGTON DULLES INTL ARPT,Unknown,UNKNOWN,1,,,,,4/12/00 0:00,202835,No damage,,,UNKNOWN,DC,,,TRUE,FALSE,"FOUND AT DAWN. WINDS 20-30 KTS, SOME CLOUD",4/13/00 0:00,Medium,,Ring-billed gull,,,,,0,0,0,0,,,,
Airplane,EASTERWOOD FIELD AIRPORT,< 1000 ft,T-43A,1,None,,,,4/12/00 0:00,3589,No damage,,,MILITARY,Texas,Approach,None,FALSE,FALSE,no remains,4/24/00 13:50,Small,No Clouds,Unknown bird - small,1800,Dusk,,0,0,21,21,,"1,000",,,200
Airplane,FRESNO YOSEMITE INTL,< 1000 ft,EMB-120,2 to 10,None,,,,4/13/00 0:00,202244,No damage,,2,SKYWEST AIRLINES,California,Approach,None,FALSE,FALSE,A/C REPTD STRIKE AFTER LDG. SUBSEQUENT BIRD ADVISORIES ISSUED TO ALL ARRIVING A/C.,,,Some Cloud,Blackbirds,,Dusk,N,,0,0,0,,200,,,140
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,DHC8 DASH 8,1,None,,,,4/13/00 0:00,203905,No damage,,2,PIEDMONT AIRLINES,North Carolina,Landing Roll,Rain,FALSE,FALSE,,,,Overcast,Hawks,,Day,Y,,0,0,0,0,0,,,100
Helicopter,CHINO AIRPORT,< 1000 ft,BELL 47,1,,,,,4/13/00 0:00,200865,No damage,,1,PRIVATELY OWNED,California,Climb,None,FALSE,FALSE,,,,No Cloud,Hawks,,Day,N,,0,0,0,,9,,,60
Airplane,BALTIMORE WASH INTL,> 1000 ft,B-757-200,1,,,,,4/13/00 0:00,200958,No damage,,2,NORTHWEST AIRLINES,Maryland,Climb,,FALSE,FALSE,INGESTION. INSPN. FLT 269,,Medium,,Unknown bird - medium,,,,,0,0,0,,"2,500",,,
Airplane,UNKNOWN,Unknown,A-319,1,,,,,4/13/00 0:00,201168,No damage,ORD-DEN,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,BIRDSTRIKE FOUND ON WALK AROUND BELOW F/O WINDOW.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-747-400,1,,,,,4/13/00 0:00,200628,No damage,LAX-ORD,4,UNITED AIRLINES,N/A,,,FALSE,FALSE,INSPN. BIRD HIT RT WING OTBD #3 ENG.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,> 1000 ft,SAAB-340,1,Precautionary Landing,,,,4/13/00 0:00,202081,Caused damage,PHL-BOS,2,AMERICAN EAGLE AIRLINES,N/A,En Route,,FALSE,FALSE,FLT 957. L WINDSHLD CRACKED.  ENRT TO BOS FROM PHL.  ARFF RESPONDED AT JFK BECAUSE PLANE WAS DIVERTED THERE.,,Medium,,Unknown bird - medium,,,,,0,0,0,,"17,000",,,
Airplane,METRO OAKLAND INTL,< 1000 ft,BE-400 BJET,11 to 100,None,,,,4/13/00 0:00,202666,No damage,,2,BUSINESS,California,Approach,None,FALSE,FALSE,PILOT REPTD NO DMG.,4/13/00 0:00,Small,Some Cloud,Unknown bird - small,1830,Day,N,,0,0,0,,85,,,115
Airplane,MINNEAPOLIS-ST PAUL INTL,> 1000 ft,B-737-500,1,None,,,,4/13/00 0:00,200682,No damage,4 MILES OUT,2,CONTINENTAL AIRLINES,Minnesota,Approach,None,FALSE,FALSE,FLT 693 HIT RT WINDSHLD WITH ENOUGH FORCE TO APPARENTLY DISLODGE DUST WHICH GOT INTO CO/P EYES. PARAMEDICS MET A/C AT GATE. HE WAS NOT HURT.,4/13/00 0:00,Large,No Cloud,Canada goose,2215,Night,,,0,0,0,4,"1,200",,,140
,SHREVEPORT REGIONAL,Unknown,UNKNOWN,1,,,,,4/13/00 0:00,202867,No damage,,,UNKNOWN,Louisiana,,None,FALSE,FALSE,"A/C REPTD TO TWR, TWR REPTD TO ARPT POLICE WHO REPTD TO OPS. CARCASS REMOVED",4/13/00 0:00,Small,Some Cloud,European starling,1440,Day,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-300,1,None,,,,4/13/00 0:00,202866,No damage,,2,US AIRWAYS*,N/A,,None,FALSE,FALSE,EVIDENCE OF BIRDSTRIKE ON A/C. AFTER FLT TERMIN. BLOOD ON RADOME & FEATHERS ON RT ENG BLADES. FLT CREW UNAWARE OF STRKE.,4/13/00 0:00,Medium,No Cloud,Unknown bird - medium,,Day,,,0,0,0,,,,,
,TRENTON MERCER ARPT,Unknown,UNKNOWN,1,,,,,4/13/00 0:00,203168,No damage,,,UNKNOWN,New Jersey,,,TRUE,FALSE,UNREPTD STRIKE. BIRD FOUND AT DAWN 0810.,4/13/00 0:00,,,Hawks,,,,,0,0,0,0,,,,
Airplane,TOLEDO EXPRESS ARPT,< 1000 ft,CL-RJ100/200,2 to 10,Other,CANCELLED FLT,,,4/13/00 0:00,200681,Caused damage,,2,COMAIR AIRLINES,Ohio,Landing Roll,None,FALSE,FALSE,DMGD FLAP CAUSED DEPTR TO BE CANCELLED. POSSIBLE ENG DMG. FLAP AND RIVET BENT.,4/13/00 0:00,Large,Some Cloud,Canada goose,1845,Day,N,12,0,"10,691","10,691",0,0,,,
Airplane,WILLIAM B HEILIG FIELD,> 1000 ft,C-172,2 to 10,Precautionary Landing,,,,4/13/00 0:00,204160,Caused damage,,1,PRIVATELY OWNED,Nebraska,Climb,None,FALSE,FALSE,"BLOOD & FEATHERS OVER WINDSCREEN, WINGS, PROP, FUSELAGE, MINOR DMG TO WING ROOT LEADING EDGE.",4/13/00 0:00,,Some Cloud,Geese,2110,Night,N,,0,0,0,,"1,300",,,85
Airplane,ABILENE REGIONAL ARPT,< 1000 ft,T-1A,,None,,,,4/13/00 0:00,3590,No damage,,,MILITARY,Texas,Approach,None,FALSE,FALSE,no remains,4/24/00 14:01,Small,No Clouds,Unknown bird - small,2115,Night,,0,0,21,21,,50,,,135
Airplane,PALM BEACH INTL,< 1000 ft,B-757-200,1,None,,,,4/14/00 0:00,200218,No damage,,2,CONTINENTAL AIRLINES,Florida,Landing Roll,Rain,FALSE,FALSE,"SML, WHITE BIRD. FLT 1081",,Medium,Overcast,Unknown bird - medium,1945,Day,Y,,0,0,0,0,0,,,150
Airplane,AIRBORNE AIRPARK,Unknown,DC-8-61,1,None,,,,4/14/00 0:00,208226,No damage,,4,ABX AIR,Ohio,Approach,,FALSE,FALSE,BIRD HIT ABOVE COCKPIT AREA. CLEANED & INSPCTD.,,Small,,Unknown bird - small,,Night,,,0,0,0,,,,,
Airplane,AUSTIN-BERGSTROM INTL,> 1000 ft,DC-9,1,None,,,139,4/14/00 0:00,202609,No damage,5 MILES OUT,2,NORTHWEST AIRLINES,Texas,Approach,,FALSE,FALSE,FLT 139 HIT A BIRD. LANDED W/O INCIDENT. NO APPARENT DMG. TIME 0230Z.,,Medium,,Unknown bird - medium,2130,Night,,,0,0,0,5,"2,000",,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,4/14/00 0:00,202249,No damage,ORD-EWR,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,"BIRDSTIRKE #2 ENG COWL, SHOWS EVIDENCE OF INGESTION OF #2 ENG STATORS. BORESCOPE. ACP DOWNLOAD OF AIRBORN VIBRATION MINOTRO. CLEANED.",,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-737-500,1,,,,,4/14/00 0:00,200338,No damage,TUS-LAX,2,UNITED AIRLINES,N/A,,,FALSE,FALSE,PART STRUCK NOT REPTD. INSPN.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,UNKNOWN,Unknown,B-727-200,1,,,,,4/14/00 0:00,200646,No damage,ORD-EWR,3,UNITED AIRLINES,N/A,,,FALSE,FALSE,INSPCTD RT WING & #3 ENG INLET. CLEANED.,,Medium,,Unknown bird - medium,,,,,0,0,0,,,,,
Airplane,LOUISVILLE INTL ARPT,> 1000 ft,B-727,1,None,,,,4/14/00 0:00,201210,No damage,,3,UNITED AIRLINES,Kentucky,Approach,None,FALSE,FALSE,"BRIEFLY SAW & HEARD 1 BIRD STRIKE RHS OF NOSE. GEAR AND FLAPS WERE UP, ALL EXTERNAL LIGHTS ON.",4/14/00 0:00,Small,No Cloud,Unknown bird - small,42,Night,Y,,0,0,0,,"3,500",,,230
